session_id,src_ip,dst_ip,src_port,dst_port,protocol,timestamp,duration,total_fwd_packets,total_bwd_packets,total_length_fwd_packets,total_length_bwd_packets,flow_bytes_s,flow_packets_s,flow_iat_mean,flow_iat_std,syn_flag_count,ack_flag_count,fin_flag_count,rst_flag_count,waf_risk,behavior_risk,compliance_score,attack_stage,label
SESS_002,10.0.4.40,172.16.0.41,64196,22,6,2026-08-28 10:10:00,64.0443,46,33,42320,42372,1322.4,1.23,1.2006,0.7238,1,0,0,0,0.07,0.76,0.47,LATERAL_MOVEMENT,SSH-Patator
SESS_002,10.0.4.14,172.16.0.32,45906,80,6,2026-08-28 10:10:05,25.2769,4403,19,4380985,16777,173983.44,174.94,1.1149,0.6905,0,1,0,0,0.17,0.08,0.8,IMPACT,DoS GoldenEye
SESS_002,192.168.1.125,172.16.0.30,44050,445,6,2026-08-28 10:10:10,82.2697,228,183,228228,147864,4571.45,5.0,0.4138,0.7532,0,0,0,0,0.14,0.11,0.64,BENIGN,BENIGN
SESS_002,192.168.1.234,172.16.0.16,14662,445,6,2026-08-28 10:10:15,99.0141,315,195,87255,190905,2809.3,5.15,1.4743,0.1826,0,1,0,0,0.14,0.07,0.41,BENIGN,BENIGN
SESS_002,10.0.4.26,172.16.0.5,10431,806,6,2026-08-28 10:06:12,36.4268,177,161,101421,126707,6262.64,9.28,0.7864,0.4065,1,1,0,0,0.13,0.08,0.49,RECON,PortScan
SESS_002,10.0.4.43,172.16.0.25,32601,445,6,2026-08-28 10:02:05,68.7807,336,214,483504,223630,10280.99,8.0,1.8247,0.3648,1,0,0,0,0.81,0.11,0.71,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_002,10.0.4.17,172.16.0.20,62596,22,6,2026-08-28 10:04:12,53.7768,141,162,186261,17658,3791.95,5.63,0.4252,0.3984,1,0,0,0,0.04,0.71,0.56,CREDENTIAL_ACCESS,FTP-Patator
SESS_002,10.0.4.25,172.16.0.23,51298,445,6,2026-08-28 10:10:35,25.0026,327,153,209607,199359,16356.94,19.2,0.3751,0.0493,1,0,0,0,0.15,0.69,0.65,CREDENTIAL_ACCESS,FTP-Patator
SESS_002,10.0.4.8,172.16.0.43,53897,443,6,2026-08-28 10:02:08,88.8551,361,118,370747,102424,5325.2,5.39,1.6005,0.0172,0,0,0,0,0.15,0.71,0.8,LATERAL_MOVEMENT,SSH-Patator
SESS_002,192.168.1.127,172.16.0.40,31028,22,6,2026-08-28 10:04:18,63.2904,211,50,220073,70600,4592.69,4.12,0.1576,0.0876,0,0,0,0,0.04,0.23,0.66,BENIGN,BENIGN
SESS_002,192.168.1.227,172.16.0.27,41099,445,6,2026-08-28 10:02:10,32.6777,311,218,299182,89598,11897.41,16.19,1.946,0.0508,1,1,0,0,0.04,0.06,0.53,BENIGN,BENIGN
SESS_002,10.0.4.24,172.16.0.35,53500,21,6,2026-08-28 10:02:11,107.9394,371,171,347256,156636,4668.29,5.02,1.545,0.7551,0,0,0,0,0.13,0.75,0.41,LATERAL_MOVEMENT,SSH-Patator
SESS_002,192.168.1.114,172.16.0.23,58672,22,6,2026-08-28 10:02:12,48.181,122,121,62342,124388,3875.59,5.04,1.2827,0.8319,1,0,0,0,0.13,0.2,0.76,BENIGN,BENIGN
SESS_002,192.168.1.100,172.16.0.39,62514,80,6,2026-08-28 10:04:26,116.6462,131,188,58688,110920,1454.04,2.73,1.9859,0.0162,1,0,0,0,0.12,0.08,0.82,BENIGN,BENIGN
SESS_002,10.0.4.38,172.16.0.46,12978,445,6,2026-08-28 10:11:10,8.8105,338,307,417768,364409,88777.82,73.21,0.0988,0.2102,1,0,0,0,0.2,0.69,0.7,LATERAL_MOVEMENT,SSH-Patator
SESS_002,192.168.1.54,172.16.0.31,46288,80,6,2026-08-28 10:06:45,47.8397,298,103,103406,91464,4073.4,8.38,0.0782,0.5657,1,1,1,0,0.19,0.14,0.66,BENIGN,BENIGN
SESS_002,10.0.4.5,172.16.0.7,49493,445,6,2026-08-28 10:04:32,28.087,2148,364,1409088,335608,62117.56,89.44,0.193,0.5961,0,0,1,0,0.19,0.24,0.74,IMPACT,DoS GoldenEye
SESS_002,10.0.4.28,172.16.0.17,6012,835,6,2026-08-28 10:09:08,87.703,371,122,220003,8906,2610.05,5.62,1.683,0.9312,1,1,0,0,0.05,0.25,0.4,RECON,PortScan
SESS_002,10.0.4.42,172.16.0.18,41241,354,6,2026-08-28 10:02:18,118.8219,426,294,311406,344274,5518.17,6.06,1.5427,0.8694,1,0,0,1,0.02,0.16,0.54,RECON,PortScan
SESS_002,10.0.4.40,172.16.0.16,56323,80,6,2026-08-28 10:09:16,71.6357,339,45,136278,53955,2655.56,5.36,0.1949,0.0215,0,0,0,0,0.92,0.01,0.72,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_002,10.0.4.45,172.16.0.29,48915,3389,6,2026-08-28 10:04:40,12.8698,491,218,220459,199688,32645.96,55.09,1.2452,0.7352,1,0,0,0,0.79,0.01,0.51,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_002,10.0.4.38,172.16.0.35,21581,8080,6,2026-08-28 10:04:42,53.3022,340,111,277780,62937,6392.18,8.46,0.3049,0.0147,1,1,1,0,0.01,0.8,0.49,CREDENTIAL_ACCESS,FTP-Patator
SESS_002,10.0.4.33,172.16.0.20,14356,22,6,2026-08-28 10:09:28,25.5143,262,300,297370,321000,24236.21,22.03,1.5751,0.9206,1,1,0,0,0.07,0.8,0.84,CREDENTIAL_ACCESS,FTP-Patator
SESS_002,10.0.4.20,172.16.0.27,2201,443,6,2026-08-28 10:11:55,8.7807,226,310,35708,334800,42195.72,61.04,1.5594,0.3375,0,1,0,0,0.11,0.95,0.43,LATERAL_MOVEMENT,SSH-Patator
SESS_002,192.168.1.83,172.16.0.49,63482,8080,6,2026-08-28 10:02:24,12.8865,237,89,157131,94162,19500.49,25.3,0.4751,0.021,0,0,1,0,0.16,0.0,0.49,BENIGN,BENIGN
SESS_002,192.168.1.96,172.16.0.24,40186,445,6,2026-08-28 10:02:25,70.9057,496,185,107632,225145,4693.23,9.6,1.7326,0.8537,1,1,0,0,0.18,0.25,0.43,BENIGN,BENIGN
SESS_002,192.168.1.145,172.16.0.39,41844,22,6,2026-08-28 10:09:44,84.3707,123,271,33825,165039,2357.03,4.67,1.035,0.5472,0,0,1,0,0.06,0.02,0.69,BENIGN,BENIGN
SESS_002,10.0.4.33,172.16.0.17,14905,8080,6,2026-08-28 10:04:54,0.7296,121,201,19844,126630,200759.32,441.34,1.5077,0.3134,0,0,0,0,0.1,0.86,0.43,LATERAL_MOVEMENT,SSH-Patator
SESS_002,192.168.1.211,172.16.0.11,58064,80,6,2026-08-28 10:09:52,16.1525,500,167,330000,200400,32837.02,41.29,1.0022,0.6307,0,0,0,0,0.18,0.15,0.46,BENIGN,BENIGN
SESS_002,10.0.4.50,172.16.0.27,5126,3389,6,2026-08-28 10:07:27,9.7018,4471,125,4578304,80875,480238.62,473.73,1.1617,0.0902,1,1,0,0,0.11,0.05,0.56,IMPACT,DoS GoldenEye
SESS_002,192.168.1.241,172.16.0.15,20167,8080,6,2026-08-28 10:02:30,23.6247,101,153,22927,164169,7919.51,10.75,1.0822,0.0293,1,0,0,0,0.11,0.07,0.45,BENIGN,BENIGN
SESS_002,192.168.1.83,172.16.0.15,26826,443,6,2026-08-28 10:05:02,31.5529,185,253,197025,241109,13885.7,13.88,1.9361,0.2948,1,1,1,0,0.13,0.09,0.77,BENIGN,BENIGN
SESS_002,10.0.4.9,172.16.0.19,26938,987,6,2026-08-28 10:07:36,13.6592,223,164,222777,90200,22913.27,28.33,0.2598,0.7707,0,1,0,1,0.18,0.24,0.55,RECON,PortScan
SESS_002,10.0.4.36,172.16.0.25,20779,961,6,2026-08-28 10:10:12,60.716,256,175,67584,157325,3704.28,7.1,0.4347,0.1692,1,1,0,1,0.0,0.03,0.66,RECON,PortScan
SESS_002,10.0.4.21,172.16.0.41,49661,897,6,2026-08-28 10:10:16,13.6618,361,133,472188,39900,37483.2,36.16,1.6432,0.2971,1,1,1,1,0.13,0.24,0.74,RECON,PortScan
SESS_002,10.0.4.5,172.16.0.13,9379,4,6,2026-08-28 10:02:35,113.2663,162,344,132030,424840,4916.47,4.47,1.8556,0.7733,0,0,0,1,0.13,0.02,0.84,RECON,PortScan
SESS_002,10.0.4.6,172.16.0.5,14415,320,6,2026-08-28 10:02:36,38.7346,351,54,329589,58698,10024.29,10.46,1.0672,0.9481,1,1,0,1,0.11,0.24,0.56,RECON,PortScan
SESS_002,10.0.4.11,172.16.0.19,30001,21,6,2026-08-28 10:07:51,114.6087,241,1,169182,1134,1486.07,2.11,0.5022,0.8591,1,0,0,0,0.86,0.07,0.47,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_002,10.0.4.36,172.16.0.10,42751,8080,6,2026-08-28 10:02:38,51.2613,74,189,24050,168966,3765.34,5.13,0.8584,0.4974,1,0,0,0,0.08,0.68,0.75,CREDENTIAL_ACCESS,FTP-Patator
SESS_002,10.0.4.15,172.16.0.16,57420,8080,6,2026-08-28 10:05:18,46.8598,41,102,3075,71604,1593.67,3.05,0.0834,0.8821,1,1,0,0,0.08,0.68,0.81,CREDENTIAL_ACCESS,FTP-Patator
SESS_002,10.0.4.3,172.16.0.6,22383,445,6,2026-08-28 10:13:20,16.2284,351,97,396981,109707,31222.3,27.61,1.9908,0.6323,1,0,0,0,0.06,0.76,0.74,CREDENTIAL_ACCESS,FTP-Patator
SESS_002,10.0.4.49,172.16.0.23,38115,8080,6,2026-08-28 10:10:44,1.187,224,10,58688,3470,52365.63,197.14,0.7137,0.6744,1,1,0,0,0.2,0.61,0.5,CREDENTIAL_ACCESS,FTP-Patator
SESS_002,10.0.4.24,172.16.0.16,15047,443,6,2026-08-28 10:10:48,105.8248,112,173,129472,105357,2219.04,2.69,1.9002,0.6199,1,1,0,0,0.03,0.89,0.63,CREDENTIAL_ACCESS,FTP-Patator
SESS_002,10.0.4.49,172.16.0.12,35687,21,6,2026-08-28 10:05:26,68.849,67,251,23450,304212,4759.14,4.62,0.3511,0.7779,0,1,0,0,0.05,0.61,0.66,LATERAL_MOVEMENT,SSH-Patator
SESS_002,192.168.1.139,172.16.0.34,5563,22,6,2026-08-28 10:13:40,111.2904,165,63,192555,38997,2080.61,2.05,0.4305,0.3483,1,1,0,0,0.1,0.07,0.62,BENIGN,BENIGN
SESS_002,192.168.1.23,172.16.0.37,60437,3389,6,2026-08-28 10:05:30,7.7733,63,158,24948,105070,16726.23,28.43,1.9137,0.7903,1,0,0,0,0.14,0.15,0.41,BENIGN,BENIGN
SESS_002,10.0.4.29,172.16.0.41,55962,3389,6,2026-08-28 10:11:04,110.6658,5563,383,7832704,219076,72757.62,53.73,1.0266,0.7047,1,0,1,0,0.09,0.25,0.6,IMPACT,DoS GoldenEye
SESS_002,192.168.1.113,172.16.0.22,46551,3389,6,2026-08-28 10:11:08,10.0988,367,291,376175,409728,77821.42,65.16,0.4223,0.9726,1,0,0,0,0.16,0.13,0.4,BENIGN,BENIGN
SESS_002,10.0.4.35,172.16.0.7,50327,642,6,2026-08-28 10:05:36,65.7966,267,226,23229,210632,3554.3,7.49,1.2822,0.3424,1,0,0,0,0.04,0.1,0.54,RECON,PortScan
SESS_002,10.0.4.16,172.16.0.25,3329,48,6,2026-08-28 10:02:49,79.0633,224,62,50176,4650,693.44,3.62,1.9653,0.191,1,1,0,0,0.17,0.23,0.42,RECON,PortScan
SESS_002,10.0.4.46,172.16.0.20,4036,80,6,2026-08-28 10:14:10,22.2691,26,53,34034,27189,2749.24,3.55,1.2876,0.5755,1,0,0,0,0.99,0.15,0.75,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_002,10.0.4.2,172.16.0.7,28394,21,6,2026-08-28 10:11:24,6.991,453,118,215628,93928,44279.22,81.68,1.5991,0.2004,0,1,0,0,0.73,0.22,0.5,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_002,10.0.4.5,172.16.0.36,23510,3389,6,2026-08-28 10:08:36,38.5637,65,229,88660,196482,7394.05,7.62,1.5587,0.7639,1,1,0,0,0.04,0.7,0.68,CREDENTIAL_ACCESS,FTP-Patator
SESS_002,10.0.4.44,172.16.0.7,37272,22,6,2026-08-28 10:05:46,23.4775,41,102,20131,50388,3003.68,6.09,0.4409,0.2084,1,1,0,0,0.06,0.93,0.57,LATERAL_MOVEMENT,SSH-Patator
SESS_002,10.0.4.44,172.16.0.25,3330,443,6,2026-08-28 10:14:30,47.3746,6488,36,7149776,15660,151250.59,137.71,1.2072,0.2457,0,1,0,0,0.09,0.02,0.75,IMPACT,DoS GoldenEye
SESS_002,10.0.4.38,172.16.0.41,14413,897,6,2026-08-28 10:14:35,52.2339,80,21,84800,7119,1759.76,1.93,1.9691,0.0263,1,0,0,1,0.2,0.01,0.84,RECON,PortScan
SESS_002,10.0.4.33,172.16.0.32,24197,402,6,2026-08-28 10:11:44,118.2048,405,321,160380,31458,1622.93,6.14,0.2701,0.7056,1,1,0,1,0.1,0.16,0.45,RECON,PortScan
SESS_002,10.0.4.47,172.16.0.44,31521,925,6,2026-08-28 10:14:45,63.4632,183,140,40260,164080,3219.82,5.09,1.1057,0.5653,1,1,1,0,0.16,0.0,0.81,RECON,PortScan
SESS_002,10.0.4.28,172.16.0.27,62357,8080,6,2026-08-28 10:14:50,84.9832,18,13,4644,9659,168.3,0.36,1.3758,0.8707,0,0,0,0,0.94,0.19,0.6,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_002,10.0.4.49,172.16.0.16,17566,3389,6,2026-08-28 10:02:59,73.1811,78,359,54210,246992,4115.84,5.97,1.6754,0.2656,1,1,0,0,0.11,0.75,0.55,CREDENTIAL_ACCESS,FTP-Patator
SESS_002,10.0.4.14,172.16.0.7,46561,8080,6,2026-08-28 10:15:00,23.6942,346,399,106914,405783,21638.08,31.44,0.1932,0.683,1,0,0,0,0.17,0.68,0.56,LATERAL_MOVEMENT,SSH-Patator
SESS_002,10.0.4.11,172.16.0.46,43937,21,6,2026-08-28 10:06:02,7.28,453,298,110079,104896,29529.53,103.16,0.296,0.6724,0,0,1,0,0.03,0.84,0.5,LATERAL_MOVEMENT,SSH-Patator
SESS_002,10.0.4.18,172.16.0.21,6435,3389,6,2026-08-28 10:06:04,1.1467,238,41,305116,58466,317068.11,243.31,0.3256,0.9806,0,1,0,0,0.13,0.92,0.61,LATERAL_MOVEMENT,SSH-Patator
SESS_002,10.0.4.2,172.16.0.26,30179,443,6,2026-08-28 10:09:09,39.8738,121,214,100188,224058,8131.81,8.4,0.6122,0.2874,1,1,0,0,0.08,0.68,0.54,LATERAL_MOVEMENT,SSH-Patator
SESS_002,10.0.4.21,172.16.0.6,28171,21,6,2026-08-28 10:09:12,17.7471,4812,78,5581920,27846,316094.8,275.54,0.0307,0.1379,1,0,0,0,0.04,0.16,0.65,IMPACT,DoS GoldenEye
SESS_002,192.168.1.47,172.16.0.5,5610,21,6,2026-08-28 10:12:20,73.0189,395,376,509550,55648,7740.43,10.56,0.9731,0.3505,0,1,0,0,0.09,0.15,0.52,BENIGN,BENIGN
SESS_002,192.168.1.179,172.16.0.49,26240,22,6,2026-08-28 10:15:30,14.4492,349,41,462774,21074,33486.14,26.99,0.0701,0.2366,0,0,0,0,0.12,0.22,0.85,BENIGN,BENIGN
SESS_002,192.168.1.248,172.16.0.38,44390,21,6,2026-08-28 10:12:28,22.1612,68,280,12376,115640,5776.58,15.7,1.6374,0.067,1,1,0,0,0.06,0.15,0.56,BENIGN,BENIGN
SESS_002,192.168.1.114,172.16.0.48,7597,21,6,2026-08-28 10:03:08,101.8824,386,31,214230,19902,2298.06,4.09,1.2454,0.6882,0,1,0,0,0.14,0.04,0.55,BENIGN,BENIGN
SESS_002,10.0.4.1,172.16.0.24,23304,862,6,2026-08-28 10:03:09,76.9975,489,155,405381,51150,5929.17,8.36,0.1907,0.4864,1,1,0,0,0.2,0.04,0.6,RECON,PortScan
SESS_002,10.0.4.25,172.16.0.50,55455,443,6,2026-08-28 10:15:50,81.7209,143,377,154440,153816,3772.06,6.36,1.3364,0.9348,1,0,0,0,0.81,0.01,0.44,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_002,10.0.4.7,172.16.0.23,16812,8080,6,2026-08-28 10:15:55,86.0818,298,165,237506,191895,4988.29,5.38,0.68,0.0799,1,1,0,0,0.09,0.9,0.48,CREDENTIAL_ACCESS,FTP-Patator
SESS_002,10.0.4.40,172.16.0.41,3270,443,6,2026-08-28 10:12:48,97.1998,405,92,46575,105524,1564.81,5.11,1.784,0.8051,1,1,0,0,0.04,0.61,0.57,LATERAL_MOVEMENT,SSH-Patator
SESS_002,192.168.1.233,172.16.0.39,53579,445,6,2026-08-28 10:09:39,51.0887,473,33,184943,12903,3872.6,9.9,1.0812,0.9272,1,0,0,0,0.04,0.24,0.53,BENIGN,BENIGN
SESS_002,192.168.1.247,172.16.0.46,18225,3389,6,2026-08-28 10:09:42,68.95,460,265,620540,343440,13980.86,10.51,0.099,0.7725,1,0,0,0,0.08,0.16,0.45,BENIGN,BENIGN
SESS_002,192.168.1.244,172.16.0.33,4441,443,6,2026-08-28 10:13:00,16.049,364,386,274092,164050,27300.27,46.73,0.3344,0.0944,1,0,0,0,0.06,0.24,0.82,BENIGN,BENIGN
SESS_002,10.0.4.10,172.16.0.5,41860,443,6,2026-08-28 10:16:20,87.2965,435,382,334515,129116,5310.99,9.36,1.3369,0.9829,1,1,0,0,0.1,0.92,0.7,LATERAL_MOVEMENT,SSH-Patator
SESS_002,192.168.1.134,172.16.0.12,1474,21,6,2026-08-28 10:16:25,33.9704,294,307,231672,186656,12314.49,17.69,1.2725,0.785,1,0,0,0,0.13,0.02,0.64,BENIGN,BENIGN
SESS_002,192.168.1.77,172.16.0.26,44310,22,6,2026-08-28 10:09:54,38.3376,126,267,58086,93717,3959.64,10.25,0.535,0.7151,1,1,0,0,0.14,0.09,0.49,BENIGN,BENIGN
SESS_002,192.168.1.29,172.16.0.34,2508,443,6,2026-08-28 10:16:35,66.7654,173,40,12629,24280,552.82,3.19,1.2657,0.2633,0,1,0,0,0.13,0.14,0.7,BENIGN,BENIGN
SESS_003,192.168.1.31,172.16.0.42,30463,445,6,2026-08-28 10:13:20,75.8492,294,295,402780,149565,7282.15,7.77,1.3129,0.7605,0,1,1,0,0.0,0.09,0.59,BENIGN,BENIGN
SESS_003,192.168.1.199,172.16.0.24,12233,3389,6,2026-08-28 10:03:21,89.6867,44,67,49588,19832,774.03,1.24,1.755,0.9114,1,0,0,0,0.14,0.16,0.81,BENIGN,BENIGN
SESS_003,192.168.1.61,172.16.0.17,12041,22,6,2026-08-28 10:10:06,28.9297,82,38,49364,19760,2389.38,4.15,1.2168,0.5184,0,0,1,0,0.06,0.07,0.77,BENIGN,BENIGN
SESS_003,192.168.1.160,172.16.0.35,43618,443,6,2026-08-28 10:10:09,71.3908,106,123,37418,165189,2838.0,3.21,1.5767,0.1054,0,1,0,0,0.09,0.14,0.76,BENIGN,BENIGN
SESS_003,192.168.1.42,172.16.0.45,43044,80,6,2026-08-28 10:13:36,93.5753,172,66,17888,20526,410.51,2.54,1.716,0.529,0,0,0,0,0.18,0.09,0.44,BENIGN,BENIGN
SESS_003,192.168.1.106,172.16.0.29,18925,3389,6,2026-08-28 10:13:40,36.8119,119,101,92939,11312,2831.99,5.98,1.8691,0.1682,0,1,0,0,0.06,0.21,0.69,BENIGN,BENIGN
SESS_003,192.168.1.160,172.16.0.6,22013,8080,6,2026-08-28 10:03:26,23.2471,161,340,219121,408340,26990.94,21.55,1.2413,0.8083,1,0,0,0,0.03,0.01,0.68,BENIGN,BENIGN
SESS_003,192.168.1.159,172.16.0.21,11610,443,6,2026-08-28 10:17:15,41.7947,345,384,353970,146688,11978.98,17.44,0.4754,0.2769,1,1,1,0,0.01,0.05,0.82,BENIGN,BENIGN
SESS_003,192.168.1.29,172.16.0.26,6498,3389,6,2026-08-28 10:03:28,111.5091,91,187,40677,34221,671.68,2.49,1.6651,0.8764,1,0,0,0,0.07,0.23,0.64,BENIGN,BENIGN
SESS_003,192.168.1.20,172.16.0.39,26627,80,6,2026-08-28 10:03:29,19.3105,177,327,22656,372126,20443.9,26.1,1.6961,0.421,0,0,0,0,0.04,0.09,0.74,BENIGN,BENIGN
SESS_003,10.0.4.41,172.16.0.8,45269,935,6,2026-08-28 10:03:30,108.5936,212,74,74624,102638,1632.34,2.63,1.2503,0.8708,1,1,0,1,0.17,0.07,0.8,RECON,PortScan
SESS_003,10.0.4.3,172.16.0.42,42264,22,6,2026-08-28 10:17:35,71.1106,26,86,25662,125474,2125.37,1.58,0.2962,0.2984,0,0,0,0,0.97,0.09,0.74,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_003,10.0.4.35,172.16.0.46,26492,8080,6,2026-08-28 10:14:08,42.1295,383,87,209501,52374,6215.95,11.16,1.3031,0.0231,1,0,1,0,0.7,0.23,0.67,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_003,10.0.4.9,172.16.0.26,31252,443,6,2026-08-28 10:14:12,47.3636,16,193,14944,170998,3925.84,4.41,0.5363,0.2344,1,0,1,0,0.14,0.84,0.65,CREDENTIAL_ACCESS,FTP-Patator
SESS_003,10.0.4.27,172.16.0.41,30589,443,6,2026-08-28 10:17:50,111.9683,108,44,134892,27500,1450.34,1.36,1.6261,0.8775,1,1,0,0,0.04,0.68,0.47,CREDENTIAL_ACCESS,FTP-Patator
SESS_003,10.0.4.48,172.16.0.13,45571,21,6,2026-08-28 10:17:55,91.2986,26,391,15600,98532,1250.1,4.57,0.9579,0.9908,0,0,1,0,0.17,0.68,0.65,LATERAL_MOVEMENT,SSH-Patator
SESS_003,10.0.4.15,172.16.0.48,30768,8080,6,2026-08-28 10:14:24,55.2751,9023,255,6162709,40035,112215.88,167.85,0.2869,0.1717,1,1,0,0,0.16,0.03,0.74,IMPACT,DoS GoldenEye
SESS_003,192.168.1.62,172.16.0.17,41515,80,6,2026-08-28 10:03:37,87.6938,436,256,63220,274432,3850.35,7.89,1.6862,0.8512,1,1,0,0,0.14,0.01,0.61,BENIGN,BENIGN
SESS_003,192.168.1.92,172.16.0.50,51618,22,6,2026-08-28 10:14:32,3.5559,18,0,10620,0,2986.59,5.06,0.6079,0.4637,0,1,0,0,0.13,0.16,0.72,BENIGN,BENIGN
SESS_003,10.0.4.27,172.16.0.5,55924,755,6,2026-08-28 10:07:18,12.2783,222,95,130980,112290,19813.0,25.82,1.582,0.9678,1,0,0,0,0.1,0.06,0.51,RECON,PortScan
SESS_003,10.0.4.40,172.16.0.29,51837,253,6,2026-08-28 10:03:40,86.5847,354,241,195054,256183,5211.51,6.87,0.8769,0.1759,1,0,0,1,0.0,0.12,0.42,RECON,PortScan
SESS_003,10.0.4.31,172.16.0.36,1486,445,6,2026-08-28 10:03:41,49.7371,35,331,49770,42699,1859.16,7.36,1.2945,0.014,1,0,0,0,0.77,0.2,0.62,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_003,10.0.4.1,172.16.0.28,49458,21,6,2026-08-28 10:11:06,58.5976,170,325,41990,196625,4072.1,8.45,0.0313,0.4717,1,0,0,0,0.96,0.05,0.85,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_003,10.0.4.46,172.16.0.24,39468,443,6,2026-08-28 10:14:52,14.2106,269,163,323607,94377,29413.54,30.4,1.5171,0.1502,1,1,1,0,0.16,0.82,0.59,CREDENTIAL_ACCESS,FTP-Patator
SESS_003,10.0.4.30,172.16.0.17,27971,80,6,2026-08-28 10:14:56,71.1043,292,37,22776,31857,768.35,4.63,0.4196,0.681,1,1,0,0,0.04,0.89,0.82,CREDENTIAL_ACCESS,FTP-Patator
SESS_003,10.0.4.10,172.16.0.35,61284,80,6,2026-08-28 10:11:15,88.1242,20,395,21220,258725,3176.71,4.71,0.7524,0.452,1,1,0,0,0.19,0.95,0.78,CREDENTIAL_ACCESS,FTP-Patator
SESS_003,10.0.4.36,172.16.0.46,46493,443,6,2026-08-28 10:03:46,47.6986,413,328,202783,361456,11829.26,15.54,1.3675,0.5068,1,1,0,0,0.18,0.81,0.52,CREDENTIAL_ACCESS,FTP-Patator
SESS_003,10.0.4.8,172.16.0.29,37974,445,6,2026-08-28 10:07:34,23.2366,88,144,105336,27216,5704.45,9.98,1.8298,0.3433,1,1,0,0,0.09,0.89,0.46,CREDENTIAL_ACCESS,FTP-Patator
SESS_003,10.0.4.45,172.16.0.27,45486,22,6,2026-08-28 10:15:12,63.3896,258,353,267546,449722,11315.23,9.64,0.5006,0.0954,1,1,0,0,0.03,0.71,0.61,LATERAL_MOVEMENT,SSH-Patator
SESS_003,10.0.4.5,172.16.0.38,64734,21,6,2026-08-28 10:07:38,19.8329,47,296,26179,310208,16961.06,17.29,1.1344,0.5022,1,1,0,0,0.08,0.63,0.67,LATERAL_MOVEMENT,SSH-Patator
SESS_003,10.0.4.29,172.16.0.34,52690,443,6,2026-08-28 10:11:30,94.765,166,352,128982,108416,2505.12,5.47,0.8631,0.1278,0,0,1,0,0.07,0.63,0.8,LATERAL_MOVEMENT,SSH-Patator
SESS_003,10.0.4.32,172.16.0.46,56052,445,6,2026-08-28 10:15:24,25.4368,5885,157,1659570,220742,73920.93,237.53,0.9321,0.4742,1,0,0,0,0.06,0.23,0.78,IMPACT,DoS GoldenEye
SESS_003,192.168.1.162,172.16.0.24,4489,3389,6,2026-08-28 10:11:36,106.5083,234,240,125190,338880,4357.13,4.45,0.1382,0.8178,0,0,0,0,0.01,0.05,0.62,BENIGN,BENIGN
SESS_003,192.168.1.142,172.16.0.32,54793,8080,6,2026-08-28 10:03:53,104.3525,22,378,5236,358722,3487.77,3.83,0.9951,0.5585,1,0,0,0,0.06,0.22,0.68,BENIGN,BENIGN
SESS_003,192.168.1.140,172.16.0.18,18257,443,6,2026-08-28 10:07:48,52.9167,20,287,17900,280112,5631.72,5.8,1.9966,0.4653,1,0,0,0,0.1,0.01,0.51,BENIGN,BENIGN
SESS_003,192.168.1.208,172.16.0.13,20699,3389,6,2026-08-28 10:11:45,70.922,216,315,17280,92610,1549.45,7.49,0.0106,0.2861,1,0,0,0,0.06,0.04,0.61,BENIGN,BENIGN
SESS_003,10.0.4.23,172.16.0.27,29788,617,6,2026-08-28 10:15:44,81.4089,147,97,33075,24638,708.93,3.0,0.5085,0.3161,1,1,0,0,0.17,0.04,0.53,RECON,PortScan
SESS_003,10.0.4.23,172.16.0.27,59444,8080,6,2026-08-28 10:03:57,72.982,325,260,411775,111020,7163.34,8.02,1.8459,0.7732,1,1,0,0,0.93,0.05,0.56,INITIAL_ACCESS,Web Attack - SQL Injection
SESS_003,10.0.4.12,172.16.0.32,35745,3389,6,2026-08-28 10:15:52,38.3342,240,1,73680,1186,1952.98,6.29,0.8454,0.1512,1,0,0,0,0.03,0.93,0.65,CREDENTIAL_ACCESS,FTP-Patator
SESS_003,10.0.4.34,172.16.0.35,40798,3389,6,2026-08-28 10:07:58,58.3023,29,13,26738,4017,527.51,0.72,0.1435,0.5897,0,0,0,0,0.03,0.94,0.76,CREDENTIAL_ACCESS,FTP-Patator
SESS_003,10.0.4.27,172.16.0.37,51726,80,6,2026-08-28 10:04:00,47.6039,236,94,151984,58374,4418.92,6.93,1.9622,0.2946,1,1,0,0,0.11,0.94,0.49,LATERAL_MOVEMENT,SSH-Patator
SESS_003,192.168.1.193,172.16.0.41,58040,21,6,2026-08-28 10:08:02,13.1862,63,93,85743,66960,11580.52,11.83,1.4284,0.1329,0,1,0,0,0.04,0.08,0.44,BENIGN,BENIGN
