user_id,device_id,ip,resource,login_time,logout_time,success,auth_method,sensitive_access
USER_105,DEV_WORKSTATION_17,192.168.1.35,/sys/config,2026-08-29 04:06:00,2026-08-29 04:31:00,1,MFA,0
USER_120,DEV_WORKSTATION_17,192.168.1.36,/admin/db_backup,2026-08-29 00:50:00,2026-08-29 04:41:00,1,SSH-Key,1
USER_111,DEV_WORKSTATION_12,192.168.1.48,/sys/config,2026-08-29 04:18:00,2026-08-29 06:08:00,1,Password,0
USER_119,SRV_DB_2,192.168.1.48,/admin/db_backup,2026-08-28 14:48:00,2026-08-28 15:57:00,1,SSH-Key,1
USER_106,SRV_DB_3,192.168.1.24,/finance/records,2026-08-29 01:05:00,2026-08-29 04:46:00,1,MFA,1
USER_124,SRV_DB_3,192.168.1.22,/api/v1/auth,2026-08-29 08:02:00,2026-08-29 11:23:00,1,Password,0
USER_111,DEV_WORKSTATION_15,192.168.1.21,/finance/records,2026-08-28 11:27:00,2026-08-28 11:55:00,1,Kerberos,1
USER_114,DEV_WORKSTATION_8,192.168.1.32,/public/index.html,2026-08-29 08:16:00,2026-08-29 11:07:00,0,Password,0
USER_124,DEV_WORKSTATION_17,192.168.1.59,/sys/config,2026-08-28 21:56:00,2026-08-29 01:28:00,1,Kerberos,0
USER_105,DEV_WORKSTATION_4,192.168.1.21,/sys/config,2026-08-29 12:00:00,2026-08-29 12:23:00,0,MFA,0
USER_112,DEV_WORKSTATION_16,192.168.1.27,/sys/config,2026-08-29 01:35:00,2026-08-29 02:44:00,0,Password,0
USER_123,DEV_WORKSTATION_15,192.168.1.41,/admin/db_backup,2026-08-29 05:12:00,2026-08-29 08:20:00,1,SSH-Key,1
USER_119,DEV_WORKSTATION_13,192.168.1.18,/finance/records,2026-08-29 05:18:00,2026-08-29 09:18:00,1,MFA,1
USER_112,DEV_WORKSTATION_18,192.168.1.44,/finance/records,2026-08-29 05:24:00,2026-08-29 07:56:00,1,MFA,1
USER_102,DEV_WORKSTATION_2,192.168.1.17,/finance/records,2026-08-28 15:10:00,2026-08-28 16:34:00,0,Kerberos,1
USER_114,DEV_WORKSTATION_2,192.168.1.53,/public/index.html,2026-08-29 20:00:00,2026-08-29 20:25:00,1,MFA,0
USER_124,DEV_WORKSTATION_18,192.168.1.21,/api/v1/auth,2026-08-29 09:19:00,2026-08-29 12:08:00,1,Kerberos,0
USER_116,DEV_WORKSTATION_8,192.168.1.22,/api/v1/auth,2026-08-29 05:48:00,2026-08-29 07:08:00,1,MFA,0
USER_113,DEV_WORKSTATION_5,10.0.4.15,/public/index.html,2026-08-29 16:51:00,2026-08-29 17:51:00,1,MFA,0
USER_112,DEV_WORKSTATION_13,192.168.1.36,/public/index.html,2026-08-28 22:40:00,2026-08-29 02:35:00,1,Password,0
USER_105,DEV_WORKSTATION_19,192.168.1.20,/admin/db_backup,2026-08-29 09:47:00,2026-08-29 12:29:00,1,MFA,1
USER_121,DEV_WORKSTATION_12,192.168.1.15,/finance/records,2026-08-29 21:00:00,2026-08-29 21:54:00,1,Password,1
USER_118,DEV_WORKSTATION_16,192.168.1.14,/api/v1/auth,2026-08-29 10:01:00,2026-08-29 10:34:00,1,MFA,0
USER_109,DEV_WORKSTATION_11,192.168.1.45,/public/index.html,2026-08-29 02:40:00,2026-08-29 06:40:00,1,Kerberos,0
USER_116,DEV_WORKSTATION_6,192.168.1.42,/public/index.html,2026-08-28 11:45:00,2026-08-28 12:25:00,1,MFA,0
USER_120,DEV_WORKSTATION_17,192.168.1.16,/api/v1/auth,2026-08-28 19:18:00,2026-08-28 19:41:00,1,MFA,0
USER_119,DEV_WORKSTATION_5,192.168.1.26,/finance/records,2026-08-29 10:29:00,2026-08-29 11:00:00,1,SSH-Key,1
USER_117,DEV_WORKSTATION_12,10.0.4.99,/sys/config,2026-08-29 14:24:00,2026-08-29 14:53:00,1,Password,0
USER_117,SRV_DB_3,192.168.1.46,/public/index.html,2026-08-28 19:27:00,2026-08-28 21:22:00,1,SSH-Key,0
USER_107,DEV_WORKSTATION_6,192.168.1.41,/finance/records,2026-08-28 19:30:00,2026-08-28 22:50:00,0,SSH-Key,1
USER_116,DEV_WORKSTATION_9,192.168.1.15,/api/v1/auth,2026-08-29 07:06:00,2026-08-29 10:13:00,0,SSH-Key,0
USER_115,DEV_WORKSTATION_15,192.168.1.33,/public/index.html,2026-08-29 22:40:00,2026-08-30 00:31:00,1,Kerberos,0
USER_124,DEV_WORKSTATION_1,192.168.1.31,/sys/config,2026-08-29 18:57:00,2026-08-29 21:44:00,0,MFA,0
USER_107,DEV_WORKSTATION_9,192.168.1.42,/admin/db_backup,2026-08-28 11:54:00,2026-08-28 14:39:00,0,Password,1
USER_119,SRV_DB_1,192.168.1.52,/api/v1/auth,2026-08-29 23:10:00,2026-08-30 01:47:00,1,Kerberos,0
USER_112,DEV_WORKSTATION_8,192.168.1.35,/finance/records,2026-08-29 15:28:00,2026-08-29 18:12:00,1,Password,1
USER_120,DEV_WORKSTATION_19,192.168.1.45,/admin/db_backup,2026-08-29 19:33:00,2026-08-29 21:40:00,1,MFA,1
USER_117,DEV_WORKSTATION_12,192.168.1.37,/public/index.html,2026-08-29 03:50:00,2026-08-29 05:09:00,1,SSH-Key,0
USER_101,DEV_WORKSTATION_8,192.168.1.15,/public/index.html,2026-08-29 19:51:00,2026-08-29 22:38:00,1,SSH-Key,0
USER_108,DEV_WORKSTATION_3,192.168.1.18,/public/index.html,2026-08-29 04:00:00,2026-08-29 05:42:00,1,Password,0
USER_102,DEV_WORKSTATION_12,192.168.1.11,/sys/config,2026-08-29 08:06:00,2026-08-29 08:42:00,1,Password,0
USER_123,DEV_WORKSTATION_19,192.168.1.27,/public/index.html,2026-08-28 16:04:00,2026-08-28 17:43:00,1,Password,0
USER_121,SRV_DB_1,192.168.1.28,/api/v1/auth,2026-08-29 20:27:00,2026-08-29 22:50:00,1,MFA,0
USER_109,DEV_WORKSTATION_15,192.168.1.35,/sys/config,2026-08-29 08:24:00,2026-08-29 11:08:00,0,SSH-Key,0
USER_102,DEV_WORKSTATION_5,192.168.1.37,/public/index.html,2026-08-29 20:45:00,2026-08-29 21:32:00,1,MFA,0
USER_121,DEV_WORKSTATION_19,192.168.1.37,/finance/records,2026-08-29 04:30:00,2026-08-29 05:05:00,1,SSH-Key,1
USER_116,DEV_WORKSTATION_18,192.168.1.40,/sys/config,2026-08-29 04:35:00,2026-08-29 08:09:00,1,Password,0
USER_101,DEV_WORKSTATION_3,192.168.1.11,/finance/records,2026-08-28 12:08:00,2026-08-28 15:51:00,0,MFA,1
USER_118,DEV_WORKSTATION_5,192.168.1.44,/admin/db_backup,2026-08-30 01:30:00,2026-08-30 04:05:00,1,MFA,1
USER_103,DEV_WORKSTATION_11,192.168.1.39,/admin/db_backup,2026-08-29 00:40:00,2026-08-29 03:08:00,0,MFA,1
USER_117,DEV_WORKSTATION_13,192.168.1.28,/api/v1/auth,2026-08-28 12:11:00,2026-08-28 14:55:00,1,Kerberos,0
USER_118,DEV_WORKSTATION_12,192.168.1.40,/finance/records,2026-08-30 02:00:00,2026-08-30 03:31:00,1,MFA,1
USER_116,DEV_WORKSTATION_11,192.168.1.51,/api/v1/auth,2026-08-29 09:18:00,2026-08-29 11:37:00,1,SSH-Key,0
USER_122,DEV_WORKSTATION_3,192.168.1.59,/finance/records,2026-08-28 12:14:00,2026-08-28 15:10:00,1,MFA,1
USER_111,DEV_WORKSTATION_16,192.168.1.12,/public/index.html,2026-08-30 02:30:00,2026-08-30 06:23:00,1,Password,0
USER_110,DEV_WORKSTATION_12,192.168.1.43,/api/v1/auth,2026-08-29 18:08:00,2026-08-29 20:26:00,0,Password,0
USER_122,DEV_WORKSTATION_9,192.168.1.20,/api/v1/auth,2026-08-29 09:42:00,2026-08-29 10:29:00,1,SSH-Key,0
USER_111,DEV_WORKSTATION_12,192.168.1.25,/public/index.html,2026-08-29 05:30:00,2026-08-29 06:13:00,1,Kerberos,0
USER_123,DEV_WORKSTATION_12,192.168.1.56,/public/index.html,2026-08-29 14:13:00,2026-08-29 16:16:00,1,SSH-Key,0
USER_120,DEV_WORKSTATION_18,192.168.1.59,/admin/db_backup,2026-08-30 03:20:00,2026-08-30 06:54:00,1,SSH-Key,1
USER_116,DEV_WORKSTATION_8,192.168.1.43,/public/index.html,2026-08-29 05:45:00,2026-08-29 07:15:00,0,SSH-Key,0
USER_121,DEV_WORKSTATION_7,192.168.1.49,/sys/config,2026-08-29 01:28:00,2026-08-29 04:51:00,1,Kerberos,0
USER_105,DEV_WORKSTATION_1,192.168.1.59,/public/index.html,2026-08-29 14:41:00,2026-08-29 15:48:00,1,SSH-Key,0
USER_123,DEV_WORKSTATION_9,192.168.1.17,/admin/db_backup,2026-08-29 06:00:00,2026-08-29 08:08:00,1,Kerberos,1
USER_116,DEV_WORKSTATION_1,10.0.4.99,/admin/db_backup,2026-08-28 21:15:00,2026-08-28 23:42:00,1,MFA,1
USER_107,DEV_WORKSTATION_5,192.168.1.12,/public/index.html,2026-08-30 04:20:00,2026-08-30 07:16:00,1,SSH-Key,0
USER_102,DEV_WORKSTATION_14,192.168.1.17,/sys/config,2026-08-29 01:48:00,2026-08-29 04:08:00,1,Kerberos,0
USER_109,DEV_WORKSTATION_1,192.168.1.14,/sys/config,2026-08-29 10:48:00,2026-08-29 13:49:00,1,Password,0
USER_119,DEV_WORKSTATION_18,192.168.1.31,/api/v1/auth,2026-08-28 21:27:00,2026-08-28 22:48:00,1,Kerberos,0
USER_121,DEV_WORKSTATION_12,192.168.1.53,/sys/config,2026-08-29 11:00:00,2026-08-29 12:22:00,1,Password,0
USER_116,DEV_WORKSTATION_17,192.168.1.19,/sys/config,2026-08-30 00:39:00,2026-08-30 04:06:00,1,SSH-Key,0
USER_107,DEV_WORKSTATION_5,192.168.1.17,/finance/records,2026-08-29 06:40:00,2026-08-29 07:51:00,1,Password,1
USER_105,DEV_WORKSTATION_4,192.168.1.58,/admin/db_backup,2026-08-29 15:51:00,2026-08-29 19:36:00,1,Kerberos,1
USER_108,DEV_WORKSTATION_1,192.168.1.38,/admin/db_backup,2026-08-29 06:50:00,2026-08-29 09:12:00,0,Password,1
USER_122,DEV_WORKSTATION_13,192.168.1.28,/admin/db_backup,2026-08-28 17:10:00,2026-08-28 17:39:00,1,Password,1
USER_121,DEV_WORKSTATION_17,192.168.1.15,/admin/db_backup,2026-08-29 16:12:00,2026-08-29 18:17:00,1,Password,1
USER_115,DEV_WORKSTATION_3,192.168.1.34,/admin/db_backup,2026-08-29 02:28:00,2026-08-29 03:26:00,1,MFA,1
USER_106,DEV_WORKSTATION_9,192.168.1.31,/api/v1/auth,2026-08-29 02:32:00,2026-08-29 03:29:00,1,SSH-Key,0
USER_105,DEV_WORKSTATION_11,192.168.1.14,/admin/db_backup,2026-08-28 21:57:00,2026-08-29 01:31:00,1,SSH-Key,1
USER_104,DEV_WORKSTATION_2,192.168.1.36,/sys/config,2026-08-30 06:40:00,2026-08-30 08:22:00,1,Password,0
USER_115,SRV_DB_3,192.168.1.12,/finance/records,2026-08-28 12:41:00,2026-08-28 16:40:00,0,MFA,1
USER_101,DEV_WORKSTATION_13,192.168.1.23,/finance/records,2026-08-30 07:00:00,2026-08-30 07:24:00,1,Kerberos,1
USER_105,DEV_WORKSTATION_9,192.168.1.28,/sys/config,2026-08-29 17:01:00,2026-08-29 18:01:00,1,Kerberos,0
USER_102,SRV_DB_3,192.168.1.53,/api/v1/auth,2026-08-30 07:20:00,2026-08-30 10:35:00,1,Password,0
USER_102,DEV_WORKSTATION_5,192.168.1.50,/api/v1/auth,2026-08-28 22:15:00,2026-08-29 02:07:00,1,SSH-Key,0
USER_118,DEV_WORKSTATION_5,192.168.1.13,/sys/config,2026-08-29 17:22:00,2026-08-29 18:18:00,1,SSH-Key,0
USER_122,DEV_WORKSTATION_11,192.168.1.46,/finance/records,2026-08-28 22:21:00,2026-08-28 23:47:00,1,MFA,1
USER_108,DEV_WORKSTATION_9,192.168.1.27,/sys/config,2026-08-28 17:36:00,2026-08-28 18:26:00,0,Kerberos,0
USER_113,SRV_DB_2,192.168.1.10,/admin/db_backup,2026-08-29 03:16:00,2026-08-29 05:34:00,1,Kerberos,1
USER_105,SRV_DB_3,192.168.1.46,/api/v1/auth,2026-08-30 08:20:00,2026-08-30 11:37:00,1,Kerberos,0
USER_108,DEV_WORKSTATION_4,192.168.1.54,/sys/config,2026-08-30 03:39:00,2026-08-30 05:12:00,1,SSH-Key,0
USER_124,DEV_WORKSTATION_1,192.168.1.25,/admin/db_backup,2026-08-28 22:36:00,2026-08-28 23:48:00,1,MFA,1
USER_103,DEV_WORKSTATION_4,192.168.1.34,/api/v1/auth,2026-08-29 13:18:00,2026-08-29 16:41:00,1,Kerberos,0
USER_124,SRV_DB_1,192.168.1.52,/api/v1/auth,2026-08-29 03:36:00,2026-08-29 06:28:00,1,Password,0
USER_108,DEV_WORKSTATION_13,192.168.1.19,/finance/records,2026-08-29 03:40:00,2026-08-29 07:01:00,1,SSH-Key,1
USER_112,DEV_WORKSTATION_18,192.168.1.13,/sys/config,2026-08-28 17:52:00,2026-08-28 19:31:00,1,Kerberos,0
USER_104,DEV_WORKSTATION_16,192.168.1.50,/sys/config,2026-08-30 04:33:00,2026-08-30 05:45:00,1,Kerberos,0
USER_101,DEV_WORKSTATION_6,192.168.1.54,/public/index.html,2026-08-29 08:50:00,2026-08-29 11:10:00,1,Kerberos,0
USER_103,DEV_WORKSTATION_18,192.168.1.40,/public/index.html,2026-08-29 18:53:00,2026-08-29 20:28:00,1,MFA,0
